,V00,V1_1,V1_2,V1_3,V1_4,V1_5,V2_1,V2_2,V2_3,groep_split,V3_Codes,V3,V4_1,V4_2,V5_1,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_9,V6a,V6b,V7_1,V7_2,V7_3,V7_4,V7_5,id,Opmerkingen,Opmerkingen_Codes,Cijfer,GESLACHT2,OPLEID_HER,IOPOL2023,stedc,nielsen_4,LFT5,lft_weging_Niels,weging_totaal_pol
544,Ja,Een beetje mee oneens,Neutraal,Een beetje mee oneens,Neutraal,Een beetje mee oneens,Neutraal,Neutraal,Helemaal mee eens,D,0,v ergroenen,4,7 Informeel,5,5,5,5,5,5,6,5,6,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee oneens,Neutraal,Een beetje mee oneens,Neutraal,Een beetje mee oneens,75781F1E-DBA6-4B13-BB30-A24C9C8E5E21,,,7,Vrouw,laag,VVD,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",65,65+,0.897192651
545,Ja,Mee eens,Neutraal,Mee eens,Mee eens,Mee eens,Mee oneens,Neutraal,Helemaal mee eens,A,0,Groen en effect daarvan op opwarming,4,4,1 Is helemaal niet gevoelig,4,1 Is helemaal niet deskundig,1 Is helemaal niet betrouwbaar,1 Is helemaal niet competent,4,4,4,1 Is helemaal niet intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Helemaal mee oneens,Neutraal,Neutraal,Helemaal mee oneens,Helemaal mee oneens,A9799D0F-2929-4BB8-9A77-4B2F94CB9AF2,"Ik vond het een bespottelijke vragenlijst, met allemaal infantiele vragen over een voor mij volstrekt onbekend persoon. Dit is nu waarom ik de ‘wetenschap’ in NL niet serieus neem. Presenteer nu eens gewoon de feiten in plaats van infantiele verhaaltjes",,1,Man,hoog,"Nee, ik heb niet gestemd",Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,0.676227275
546,Ja,Neutraal,Een beetje mee eens,Mee eens,Een beetje mee eens,Mee eens,Mee eens,Mee eens,Mee oneens,C,0,Vergroening van steden en de effecten daarvan op het klimaat,3,3,4,6,5,5,6,5,6,5,6,Nee,,Een beetje mee eens,Een beetje mee eens,Neutraal,Neutraal,,144EB225-9746-481F-A35C-8D894EF851FF,,,8,Man,hoog,GroenLinks-PvdA,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",65,65+,1.0486710640526316
547,Ja,Helemaal mee oneens,Neutraal,Een beetje mee eens,Helemaal mee oneens,Een beetje mee eens,Mee eens,Een beetje mee eens,Helemaal mee oneens,A,1,Als wij er met onze camper op uit gaan merken we ook dat het op het platteland koeler is dan in de stad,4,4,4,5,5,5,6,5,5,5,5,Ja,In mijn tuin is de grond vooral betegeld,Mee eens,Neutraal,Mee oneens,Neutraal,Een beetje mee eens,17B5768F-A816-4FB6-9570-EA68C5B8926D,,,7,Vrouw,laag,PVV,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,1.2077601246781846
548,Ja,Mee eens,Mee eens,Mee eens,Helemaal mee oneens,Helemaal mee eens,Mee eens,Mee eens,Helemaal mee oneens,B,0,Het effect van groenere tuinen op temperatuurstijging en klimaatverandering.,5,6,6,6,6,6,6,6,6,6,2,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Mee eens,Een beetje mee eens,Neutraal,Mee oneens,1538C154-539A-425D-879F-E55B95EFC8BE,,,7,Man,midden,GroenLinks-PvdA,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",65,65+,0.6368737852827678
549,Ja,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Een beetje mee eens,Mee eens,Mee eens,Neutraal,D,0,Vergroening tuinen,4,4,4,5,5,4,5,4,6,5,6,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Neutraal,Een beetje mee eens,Een beetje mee oneens,Mee oneens,B37E21F7-4BC6-41A2-9A76-6D3ACECB960F,,,7,Man,hoog,VVD,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,0.7212048614717428
550,Ja,Neutraal,Mee eens,Een beetje mee eens,Mee oneens,Mee eens,Mee eens,Een beetje mee eens,Mee oneens,A,0,Vergroenen van tuinen zorgt voor verlaging van temperatuur in de zomer en minder wateroverlast na veel regenval.,1 Zakelijk,1 Formeel,5,7 Is helemaal niet oprecht,7 Is heel erg deskundig,7 Is heel erg betrouwbaar,7 Is heel erg competent,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,7 Geeft heel veel om de maatschappij,7 Is heel erg intelligent,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Mee oneens,Mee eens,Neutraal,C0069BE3-1972-43BB-AC1D-1426C1D469E6,,,9,Vrouw,hoog,SP,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,1.607751556209015
551,Ja,Neutraal,Mee eens,Mee eens,Een beetje mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee oneens,C,0,Het artikel ging over het positieve effect dat groene tuinen kunnen hebben op problemen als opwarming en wateroverlast ten opzichte van betegelde tuinen.,3,3,3,6,6,5,6,5,5,6,5,Nee,,Mee eens,Mee eens,Mee oneens,Een beetje mee eens,,C751FB09-7E6A-4D96-908D-D17EDBD840D9,,,8,Vrouw,hoog,GroenLinks-PvdA,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",25-39,18 t/m 39,1.4208805562404936
552,Ja,Een beetje mee eens,Neutraal,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Mee eens,Helemaal mee eens,B,0,het vergroenen van tuinen,4,4,4,4,4,4,4,4,4,4,4,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Neutraal,Neutraal,Neutraal,Een beetje mee oneens,0B8F7BBD-A72D-4F4F-B830-C5B1701706D3,,,6,Man,midden,PVV,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",65,65+,0.8969162262723152
553,Ja,Neutraal,Neutraal,Mee eens,Een beetje mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee oneens,A,0,Meer vergroening in met name steden is belangrijk om de hitte te beperken en betere leefomgeving.,5,4,6,5,5,5,5,5,5,5,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee oneens,Mee eens,Mee eens,Mee eens,Mee eens,8E32D3C4-B703-4C43-8C9D-354395575036,,,4,Vrouw,laag,CDA,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,1.1297981997370103
554,Ja,Neutraal,Mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,Mee eens,Mee eens,Helemaal mee oneens,C,1,Is goed en er moet meer groen komen in plaats van de tegels en het beton op de grond,6,6,6,7 Is helemaal niet oprecht,7 Is heel erg deskundig,7 Is heel erg betrouwbaar,7 Is heel erg competent,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,5,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Helemaal mee eens,Helemaal mee eens,Een beetje mee eens,Helemaal mee eens,Helemaal mee eens,538139B7-9E7B-4CF6-9457-6D1A7C9F1BF0,,,10,Vrouw,laag,VVD,Weinig stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,0.9804867079136809
555,Ja,Mee eens,Mee eens,Mee eens,Mee oneens,Een beetje mee eens,Mee oneens,Mee oneens,Mee eens,C,,,4,4,5,5,6,4,6,4,6,6,6,Nee,,Een beetje mee eens,Een beetje mee eens,Mee oneens,Helemaal mee oneens,,F9483037-5CC5-4938-9FA6-051A2C6C9B86,,,10,Vrouw,midden,"Nee, ik heb niet gestemd",Weinig stedelijk,"Zuid (ZL, NB, LB)",25-39,18 t/m 39,1.216347127035077
556,Ja,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Mee eens,Neutraal,Neutraal,D,1,Denk zeker dat meer groene tuinen zal mee helpen met de verandering,7 Persoonlijk,7 Informeel,4,4,4,6,6,4,6,6,6,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Neutraal,Een beetje mee eens,Neutraal,Een beetje mee eens,Een beetje mee eens,FB6B8CD1-6B33-4566-9F58-B38CD7AE6A3E,Geen opmerkingen,,7,Vrouw,laag,PVV,Zeer sterk stedelijk,"Zuid (ZL, NB, LB)",65,65+,1.1051587939388132
557,Ja,Helemaal mee oneens,Mee oneens,Neutraal,Mee oneens,Een beetje mee eens,Een beetje mee oneens,Mee oneens,Helemaal mee eens,C,-1,Er wordt overal teveel over nagedacht. De kern zal kloppen maar overdrijven is niet nodig.,1 Zakelijk,1 Formeel,6,4,5,4,4,4,7 Maakt zich heel veel zorgen om de maatschappij,4,5,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Helemaal mee oneens,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,Mee oneens,E453026C-8476-4A79-99E3-22909B1EC22C,,,5,Vrouw,midden,PVV,Weinig stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,1.1546717675494733
558,Ja,Neutraal,Een beetje mee eens,Mee oneens,Mee oneens,Mee eens,Een beetje mee eens,Een beetje mee oneens,Een beetje mee oneens,D,0,Het vergroenen van de tuinen levert een halve graad minder warmte op. Bovendien voorkomt het bijvoorbeeld wateroverlast.,4,4,6,6,6,6,6,6,6,4,6,Ja,In mijn tuin is de grond vooral beplant (groen),Mee oneens,Mee eens,Mee oneens,Neutraal,Mee eens,6824E273-18FE-4F74-8CF4-A1F1132ED4F5,,,8,Man,laag,VVD,Matig stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,0.8273690639416786
559,Ja,Mee eens,Neutraal,Een beetje mee eens,Neutraal,Mee eens,Mee oneens,Mee oneens,Een beetje mee eens,A,0,Dat groene tuinen beter zijn voor klimaat,2,1 Formeel,7 Is heel erg gevoelig,7 Is helemaal niet oprecht,7 Is heel erg deskundig,4,4,4,7 Maakt zich heel veel zorgen om de maatschappij,7 Geeft heel veel om de maatschappij,7 Is heel erg intelligent,Ja,In mijn tuin is de grond vooral betegeld,Neutraal,Neutraal,Neutraal,Een beetje mee eens,Neutraal,E2F1DD23-0D4F-4E4B-9F57-6B63AAA69483,,,9,Vrouw,midden,"Nee, ik heb niet gestemd",Matig stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,0.8789286246560472
560,Ja,Een beetje mee oneens,Een beetje mee eens,Neutraal,Mee oneens,Neutraal,Mee eens,Neutraal,Mee oneens,C,0,Klimaat veranderen door groenere tuinen,5,4,6,7 Is helemaal niet oprecht,6,6,6,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,6,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Een beetje mee eens,Mee oneens,Neutraal,Neutraal,0FBF5F09-8A95-4E15-90AE-6C41906408A8,,,10,Vrouw,laag,"Nee, ik heb niet gestemd",Matig stedelijk,"Zuid (ZL, NB, LB)",65,65+,0.841239672
561,Ja,Een beetje mee eens,Mee eens,Neutraal,Neutraal,Mee eens,Mee eens,Mee eens,Mee oneens,C,0,Vergroenen van tuinen met verlagen van temperatuur en minder wateroverlast,7 Persoonlijk,6,5,6,5,5,6,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,5,7 Is heel erg intelligent,Nee,,Mee eens,Mee eens,Mee oneens,Helemaal mee eens,,6C426C9A-31FB-409C-A7D5-AAD2CB2CD319,,,7,Vrouw,hoog,GroenLinks-PvdA,Matig stedelijk,"Zuid (ZL, NB, LB)",65,65+,0.9947201411431713
562,Ja,Een beetje mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Neutraal,Mee oneens,B,0,Het vergroenen van tuinen (tegelwippen) om hittestress en wateroverlast als gevolg van klimaatverandering tegen te gaan.,2,2,4,5,5,6,5,7 Is heel erg eerlijk,5,5,5,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Een beetje mee eens,Een beetje mee eens,Mee oneens,AA7AA3A6-5ADF-40CF-ABA4-68FB92B91D0D,,,7,Man,hoog,CDA,Matig stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,0.8310321267548371
563,Ja,Neutraal,Neutraal,Een beetje mee eens,Een beetje mee eens,Mee eens,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,C,0,Er moet méér groen komen,5,3,4,4,4,5,4,6,5,5,5,Nee,,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,Neutraal,,FE917644-85E9-494A-9FC1-CA00B5E48CAD,,,9,Vrouw,laag,PVV,Matig stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,1.2077601246781846
564,Ja,Een beetje mee oneens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,C,0,"Dat het belangrijk is dat ook in stedelijk gebied groene tuinen zijn, ten eerste omdat de temperatuur dan 's nachts tot 2 graden lager kan worden, en ook voor de afvoer van regenwater, werkt als soort wadi's.",3,3,4,6,6,5,5,6,6,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Mee oneens,Neutraal,Een beetje mee eens,3A37ECAD-FFD3-4CD2-9B10-7DA8E39F317F,,,9,Vrouw,midden,SGP,Matig stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,1.3087648226311979
565,Ja,Een beetje mee oneens,Neutraal,Een beetje mee eens,Neutraal,Een beetje mee eens,Een beetje mee eens,Mee eens,Mee eens,A,0,"Meer groen in de tuin, voor minder wateroverlast minder in het riool en in de steden minder warm in de zomer",5,4,5,6,6,6,6,7 Is heel erg eerlijk,6,6,6,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Mee eens,Mee oneens,Een beetje mee eens,Neutraal,A37F6BE1-9984-46A1-A9DE-F1DD8CEC62BB,"Nog meer benadrukken dat meer groen in de tuin voor alles goed is, voor de temperatuur, voor wateroverlast, voor grondwaterpeil, maar ik mis ook de insecten waar een meer groene tuin goed voor is!!",,9,Vrouw,midden,NSC,Matig stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,1.0024904705319186
566,Ja,Een beetje mee oneens,Neutraal,Een beetje mee oneens,Een beetje mee oneens,Neutraal,Mee oneens,Mee oneens,Helemaal mee eens,B,1,meer groen is ook mooier dan stenen,4,4,4,4,4,4,4,4,4,4,4,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Neutraal,Neutraal,Een beetje mee eens,Neutraal,Mee oneens,DA3A7A0F-358A-4F40-8EF2-AA514F574B9A,,,7,Man,laag,PVV,Sterk stedelijk,"Zuid (ZL, NB, LB)",65,65+,1.1457388434037539
567,Ja,Een beetje mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee eens,Mee eens,Neutraal,Mee oneens,B,0,"vergroening van tuinen draagt bij aan beperking van klimaatverandering, met name verwarming",2,2,5,4,5,4,6,5,6,5,6,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Neutraal,Een beetje mee eens,Neutraal,Mee oneens,232F34AA-7073-41B3-BE2C-D2C797B1EA91,,,7,Man,hoog,NSC,Sterk stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,0.7712928896974459
568,Ja,Mee oneens,Neutraal,Neutraal,Mee oneens,Een beetje mee eens,Een beetje mee eens,Neutraal,Mee oneens,B,0,dat het goed zijn voor het klimaat als we onze tuinen vergroenen en tevens houdt de grond meer water vast voor later,3,4,5,5,5,5,4,5,6,5,2,Ja,In mijn tuin is de grond vooral betegeld,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,Neutraal,Mee oneens,7C1A7CA3-4E05-4688-9FA9-D10263DD1279,,,7,Vrouw,laag,VVD,Sterk stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,0.9804867079136809
569,Ja,Neutraal,Een beetje mee eens,Een beetje mee eens,Neutraal,Neutraal,Mee eens,Mee eens,Mee eens,C,0,"waterhuishouding in de tuin voorkeur gaat uit naar groen, ten opzichte van tegels",4,5,5,5,6,5,5,6,6,5,6,Ja,In mijn tuin is de grond vooral beplant (groen),Neutraal,Neutraal,Mee oneens,Een beetje mee oneens,Neutraal,48353A2D-D1A5-4BFA-8A72-8A26E4A64C15,,,8,Vrouw,laag,VVD,Sterk stedelijk,"Zuid (ZL, NB, LB)",65,65+,0.897192651
570,Ja,Een beetje mee eens,Mee eens,Neutraal,Mee oneens,Een beetje mee eens,Mee eens,Mee eens,Neutraal,A,0,Tegels,3,3,4,5,5,4,5,5,5,5,5,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Neutraal,Neutraal,Neutraal,Neutraal,Een beetje mee oneens,FC67867C-FBC4-42DC-A1D1-7E33683EA025,,,7,Vrouw,midden,"Nee, ik heb niet gestemd",Sterk stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,0.8789286246560472
571,Ja,Een beetje mee oneens,Neutraal,Neutraal,Mee oneens,Een beetje mee eens,Neutraal,Een beetje mee oneens,Neutraal,D,0,Dat de tuinen groener moeten worden,6,5,5,5,5,5,5,5,5,5,6,Ja,In mijn tuin is de grond vooral betegeld,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,Een beetje mee eens,Mee oneens,76C0F0AD-B5CC-40F2-82C1-FB9FE31CD77B,,,7,Vrouw,midden,"Nee, ik heb niet gestemd",Sterk stedelijk,"Zuid (ZL, NB, LB)",25-39,18 t/m 39,1.216347127035077
572,Ja,Een beetje mee eens,Helemaal mee eens,Mee eens,Neutraal,Neutraal,Mee eens,Mee eens,Helemaal mee oneens,D,0,Verlagen van temperatuur in steden door tegels in de tuin te vervangen door groen,4,5,4,5,5,6,4,5,2,5,2,Ja,In mijn tuin is de grond vooral betegeld,Een beetje mee oneens,Mee eens,Een beetje mee eens,Helemaal mee oneens,Mee oneens,502AD96B-059C-4406-A07C-DF5E39802A25,,,7,Vrouw,hoog,GroenLinks-PvdA,Sterk stedelijk,"Zuid (ZL, NB, LB)",25-39,18 t/m 39,1.4208805562404936
573,Ja,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Mee eens,Mee eens,Neutraal,Mee oneens,C,0,Door vergroening van de tuinen kan een temperatuurdaling binnen een wijk worden gerealiseerd en is er minder regenwater dat afgevoerd moet worden via het riool.,3,4,4,5,5,4,5,5,4,5,5,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Mee eens,Mee oneens,Mee oneens,Een beetje mee eens,8CE04B74-EF0E-477E-9D28-F0EC332926C9,,,8,Vrouw,hoog,PVV,Sterk stedelijk,"Zuid (ZL, NB, LB)",25-39,18 t/m 39,2.0010414244340446
574,Ja,Een beetje mee eens,Mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,Mee eens,Mee eens,Mee oneens,D,0,"Het gaat over het groener maken van tuinen en openbare plekken in de stad, waardoor de temperatuur in de stad iets daalt en over het aanleggen van wadi’s, die water langer vasthouden, waardoor het water in het grondwater kan worden opgenomen en tuinen in de zomer meer water in de ondergrond hebben, dus minder snel verdrogen.",4,4,6,7 Is helemaal niet oprecht,7 Is heel erg deskundig,5,6,6,7 Maakt zich heel veel zorgen om de maatschappij,7 Geeft heel veel om de maatschappij,7 Is heel erg intelligent,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Neutraal,Neutraal,Mee eens,C6511151-E944-4514-BB96-18D8E8259EBA,Het is gewoon een goed verhaal.,,7,Vrouw,midden,D66,Sterk stedelijk,"Zuid (ZL, NB, LB)",65,65+,1.333877751236978
575,Ja,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Mee oneens,A,0,"Over dat groene tuinen ervoor zorgen dat steden minder warm zijn, omdat steden over het algemeen warmer zijn dan het platteland eromheen. En groenen tuinen kunnen dus helpen bij het klimaatprobleem.",2,3,4,6,6,6,6,5,4,6,5,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Mee eens,Mee oneens,Neutraal,Een beetje mee eens,E0BA78D2-2133-49DB-AEB5-D39DF8DDF590,,,9,Vrouw,hoog,GroenLinks-PvdA,Sterk stedelijk,"Zuid (ZL, NB, LB)",25-39,18 t/m 39,1.4208805562404936
576,Ja,Een beetje mee oneens,Mee eens,Neutraal,Mee oneens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Helemaal mee oneens,A,,,4,4,5,4,3,4,3,4,4,4,4,Ja,In mijn tuin is de grond vooral betegeld,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,11C4CADA-34A9-44C4-801B-8803014846CA,,,6,Man,midden,GroenLinks-PvdA,Weinig stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,0.7965542512257313
577,Ja,Een beetje mee oneens,Mee eens,Een beetje mee eens,Neutraal,Neutraal,Mee eens,Een beetje mee eens,Mee oneens,B,0,Vergroenen van tuinen om de temperatuur van de aarde omlaag te krijgen.,3,3,4,5,6,5,6,5,6,6,6,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Een beetje mee eens,Neutraal,Mee oneens,Een beetje mee oneens,503426ED-6206-4A6F-86D7-BCFBD2350934,,,8,Man,midden,JA21,Weinig stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,1.1690652279083478
578,Ja,Neutraal,Neutraal,Een beetje mee eens,Helemaal mee oneens,Helemaal mee eens,Een beetje mee eens,Mee eens,Een beetje mee eens,C,0,Terug dringen van de temperatuur,4,4,4,4,3,5,4,3,4,3,3,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee oneens,Een beetje mee eens,Mee eens,Een beetje mee eens,Neutraal,C5D64CF5-CBCC-4D78-B9AC-B54AFCA3A95F,,,8,Man,midden,NSC,Weinig stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,0.9739475593177863
579,Ja,Een beetje mee oneens,Een beetje mee eens,Neutraal,Mee oneens,Mee eens,Neutraal,Neutraal,Mee eens,A,0,het is aangetoond dat groene tuinen helpen met het verlagen van de gemiddelde temperatuur en het vasthouden van grondwater,4,4,5,5,7 Is heel erg deskundig,6,6,6,6,6,7 Is heel erg intelligent,Nee,,Een beetje mee oneens,Mee eens,Mee oneens,Mee oneens,,E7E7F4DA-6A54-4618-88AC-286554C071FB,,,8,Man,midden,PVV,Matig stedelijk,"Zuid (ZL, NB, LB)",40-54,40 t/m 64,1.12179595
580,Ja,Een beetje mee oneens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Mee eens,Helemaal mee eens,Een beetje mee eens,Mee eens,D,0,Ja over de tuinen vol met tegels en dat die zorgen voor een hogere temperatuur.,6,6,4,4,6,4,6,6,6,6,6,Nee,,Mee eens,Mee eens,Neutraal,Een beetje mee eens,,FC018FD9-3545-42EB-961E-951097AFE168,Na nieuwjaar was ik enorm teleurgesteld over de omgang met het vuurwerk. Er wordt overal over geschreven over hoe om te gaan met de natuur . Er verschijnen boeken en tijdschriften. En er wordt gezegd wat we er zelf aan kunnen doen. Dus we douchen b.v. 5 minuten. Zetten de verwarming op 19 graden . Maar op 31 december mag alles .Er wordt zoveel vuil de lucht ingeblazen daar kan ik met mijn dingen die ik doe voor het klimaat  niet tegenop. En niemand doet er iets aan. Ik zou zelf gewoon weer onder de douch blijven staan en heerlijk de verwarming weer hoger zetten.  Want zo schieten we niet op.,,5,Vrouw,laag,NSC,Matig stedelijk,"Zuid (ZL, NB, LB)",65,65+,0.9595031163700284
581,Ja,Een beetje mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Een beetje mee oneens,Mee oneens,Mee eens,A,0,Minder bestrating en meer groen in steden is beter voor klimaat,5,4,4,6,6,5,6,6,6,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Mee eens,Een beetje mee eens,Neutraal,Mee oneens,D8E34B16-2CB4-4CFB-9BD1-3D3EBBA09E88,,,8,Man,midden,VVD,Weinig stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,0.8314732889757118
582,Ja,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,Mee eens,Neutraal,Mee oneens,C,0,het vergroenen van de steden,5,5,5,5,5,5,5,5,5,5,5,Nee,,Mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,,20C1B3C8-B6B0-4C70-A63D-8B130FD990E4,,,8,Vrouw,midden,Partij voor de Dieren,Matig stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,1.3220257520348362
583,Ja,Een beetje mee eens,Mee eens,Een beetje mee oneens,Helemaal mee oneens,Een beetje mee eens,Mee eens,Helemaal mee eens,Mee oneens,B,0,Tegels eruit en groen erin.,5,3,4,5,5,5,5,5,6,5,5,Ja,In mijn tuin is de grond vooral betegeld,Mee eens,Neutraal,Neutraal,Mee eens,Mee eens,226C29ED-93AB-42F2-94F5-577D568CBBF3,,,7,Vrouw,laag,CDA,Matig stedelijk,"Zuid (ZL, NB, LB)",65,65+,1.0338198706041035
584,Ja,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee oneens,D,0,"vergroenen van tuinen heeft een gunstige invloed op de temperatuur, vooral in stedelijk gebied. Het (regen)water wordt beter vastgehouden. Daarom zou de overheid vergroening (weghalen van tegels) moeten stimuleren",4,4,5,1 Is helemaal niet oprecht,6,7 Is heel erg betrouwbaar,7 Is heel erg competent,1 Is helemaal niet eerlijk,6,6,2,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee oneens,Helemaal mee eens,Mee oneens,Mee oneens,Mee oneens,83AE5C4B-F160-460F-96E9-BD4B194DD1AB,,,6,Man,hoog,GroenLinks-PvdA,Matig stedelijk,"Zuid (ZL, NB, LB)",65,65+,1.0486710640526316
585,Ja,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,A,,,4,4,4,4,4,4,4,4,4,4,4,Ja,In mijn tuin is de grond vooral betegeld,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,768E381A-9080-4BC5-BDCB-6F6BC8E1E580,,,7,Man,laag,"Nee, ik heb niet gestemd",Matig stedelijk,"Zuid (ZL, NB, LB)",25-39,18 t/m 39,2.819467337555305
586,Ja,Neutraal,Mee eens,Mee eens,Neutraal,Een beetje mee eens,Neutraal,Neutraal,Neutraal,D,,,5,5,5,5,5,5,5,4,6,5,6,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Mee eens,Neutraal,Neutraal,Mee eens,DEF6FBCB-99AC-4CFC-BA01-E0A856785C5D,,,6,Vrouw,laag,NSC,Weinig stedelijk,"Zuid (ZL, NB, LB)",55-64,40 t/m 64,1.0485819864184436
587,Ja,Neutraal,Mee eens,Een beetje mee eens,Een beetje mee oneens,Mee eens,Helemaal mee eens,Een beetje mee eens,Helemaal mee oneens,A,0,Alle verhardingen uit tuinen halen om regenwater beter te leiden en om warmte in steden terug te dringen,5,5,5,6,6,5,5,6,5,5,6,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee oneens,Mee eens,Helemaal mee oneens,Helemaal mee eens,Helemaal mee eens,47760B6F-3972-4973-82B1-510FA8878B03,,,7,Man,midden,NSC,Weinig stedelijk,"Zuid (ZL, NB, LB)",65,65+,0.778706118
